sample_id,condition_start_utc,condition_end_utc,target_start_utc,target_end_utc,split
217,2017-10-31T06:00:00Z,2017-12-30T00:00:00Z,2017-12-30T06:00:00Z,2018-01-29T00:00:00Z,train
218,2017-10-31T12:00:00Z,2017-12-30T06:00:00Z,2017-12-30T12:00:00Z,2018-01-29T06:00:00Z,train
219,2017-10-31T18:00:00Z,2017-12-30T12:00:00Z,2017-12-30T18:00:00Z,2018-01-29T12:00:00Z,train
220,2017-11-01T00:00:00Z,2017-12-30T18:00:00Z,2017-12-31T00:00:00Z,2018-01-29T18:00:00Z,train
221,2017-11-01T06:00:00Z,2017-12-31T00:00:00Z,2017-12-31T06:00:00Z,2018-01-30T00:00:00Z,train
222,2017-11-01T12:00:00Z,2017-12-31T06:00:00Z,2017-12-31T12:00:00Z,2018-01-30T06:00:00Z,train
223,2017-11-01T18:00:00Z,2017-12-31T12:00:00Z,2017-12-31T18:00:00Z,2018-01-30T12:00:00Z,train
224,2017-11-02T00:00:00Z,2017-12-31T18:00:00Z,2018-01-01T00:00:00Z,2018-01-30T18:00:00Z,train
225,2017-11-02T06:00:00Z,2018-01-01T00:00:00Z,2018-01-01T06:00:00Z,2018-01-31T00:00:00Z,train
226,2017-11-02T12:00:00Z,2018-01-01T06:00:00Z,2018-01-01T12:00:00Z,2018-01-31T06:00:00Z,train
227,2017-11-02T18:00:00Z,2018-01-01T12:00:00Z,2018-01-01T18:00:00Z,2018-01-31T12:00:00Z,train
228,2017-11-03T00:00:00Z,2018-01-01T18:00:00Z,2018-01-02T00:00:00Z,2018-01-31T18:00:00Z,train
229,2017-11-03T06:00:00Z,2018-01-02T00:00:00Z,2018-01-02T06:00:00Z,2018-02-01T00:00:00Z,train
230,2017-11-03T12:00:00Z,2018-01-02T06:00:00Z,2018-01-02T12:00:00Z,2018-02-01T06:00:00Z,train
231,2017-11-03T18:00:00Z,2018-01-02T12:00:00Z,2018-01-02T18:00:00Z,2018-02-01T12:00:00Z,train
232,2017-11-04T00:00:00Z,2018-01-02T18:00:00Z,2018-01-03T00:00:00Z,2018-02-01T18:00:00Z,train
233,2017-11-04T06:00:00Z,2018-01-03T00:00:00Z,2018-01-03T06:00:00Z,2018-02-02T00:00:00Z,train
234,2017-11-04T12:00:00Z,2018-01-03T06:00:00Z,2018-01-03T12:00:00Z,2018-02-02T06:00:00Z,train
235,2017-11-04T18:00:00Z,2018-01-03T12:00:00Z,2018-01-03T18:00:00Z,2018-02-02T12:00:00Z,train
236,2017-11-05T00:00:00Z,2018-01-03T18:00:00Z,2018-01-04T00:00:00Z,2018-02-02T18:00:00Z,train
237,2017-11-05T06:00:00Z,2018-01-04T00:00:00Z,2018-01-04T06:00:00Z,2018-02-03T00:00:00Z,train
238,2017-11-05T12:00:00Z,2018-01-04T06:00:00Z,2018-01-04T12:00:00Z,2018-02-03T06:00:00Z,train
239,2017-11-05T18:00:00Z,2018-01-04T12:00:00Z,2018-01-04T18:00:00Z,2018-02-03T12:00:00Z,train
240,2017-11-06T00:00:00Z,2018-01-04T18:00:00Z,2018-01-05T00:00:00Z,2018-02-03T18:00:00Z,train
241,2017-11-06T06:00:00Z,2018-01-05T00:00:00Z,2018-01-05T06:00:00Z,2018-02-04T00:00:00Z,train
242,2017-11-06T12:00:00Z,2018-01-05T06:00:00Z,2018-01-05T12:00:00Z,2018-02-04T06:00:00Z,train
243,2017-11-06T18:00:00Z,2018-01-05T12:00:00Z,2018-01-05T18:00:00Z,2018-02-04T12:00:00Z,train
244,2017-11-07T00:00:00Z,2018-01-05T18:00:00Z,2018-01-06T00:00:00Z,2018-02-04T18:00:00Z,train
245,2017-11-07T06:00:00Z,2018-01-06T00:00:00Z,2018-01-06T06:00:00Z,2018-02-05T00:00:00Z,train
246,2017-11-07T12:00:00Z,2018-01-06T06:00:00Z,2018-01-06T12:00:00Z,2018-02-05T06:00:00Z,train
247,2017-11-07T18:00:00Z,2018-01-06T12:00:00Z,2018-01-06T18:00:00Z,2018-02-05T12:00:00Z,train
248,2017-11-08T00:00:00Z,2018-01-06T18:00:00Z,2018-01-07T00:00:00Z,2018-02-05T18:00:00Z,train
249,2017-11-08T06:00:00Z,2018-01-07T00:00:00Z,2018-01-07T06:00:00Z,2018-02-06T00:00:00Z,train
250,2017-11-08T12:00:00Z,2018-01-07T06:00:00Z,2018-01-07T12:00:00Z,2018-02-06T06:00:00Z,train
251,2017-11-08T18:00:00Z,2018-01-07T12:00:00Z,2018-01-07T18:00:00Z,2018-02-06T12:00:00Z,train
252,2017-11-09T00:00:00Z,2018-01-07T18:00:00Z,2018-01-08T00:00:00Z,2018-02-06T18:00:00Z,train
253,2017-11-09T06:00:00Z,2018-01-08T00:00:00Z,2018-01-08T06:00:00Z,2018-02-07T00:00:00Z,train
254,2017-11-09T12:00:00Z,2018-01-08T06:00:00Z,2018-01-08T12:00:00Z,2018-02-07T06:00:00Z,train
255,2017-11-09T18:00:00Z,2018-01-08T12:00:00Z,2018-01-08T18:00:00Z,2018-02-07T12:00:00Z,train
256,2017-11-10T00:00:00Z,2018-01-08T18:00:00Z,2018-01-09T00:00:00Z,2018-02-07T18:00:00Z,train
257,2018-02-09T12:00:00Z,2018-04-10T06:00:00Z,2018-04-10T12:00:00Z,2018-05-10T06:00:00Z,train
258,2018-02-09T18:00:00Z,2018-04-10T12:00:00Z,2018-04-10T18:00:00Z,2018-05-10T12:00:00Z,train
259,2018-02-10T00:00:00Z,2018-04-10T18:00:00Z,2018-04-11T00:00:00Z,2018-05-10T18:00:00Z,train
260,2018-02-10T06:00:00Z,2018-04-11T00:00:00Z,2018-04-11T06:00:00Z,2018-05-11T00:00:00Z,train
261,2018-02-10T12:00:00Z,2018-04-11T06:00:00Z,2018-04-11T12:00:00Z,2018-05-11T06:00:00Z,train
262,2018-02-10T18:00:00Z,2018-04-11T12:00:00Z,2018-04-11T18:00:00Z,2018-05-11T12:00:00Z,train
263,2018-02-11T00:00:00Z,2018-04-11T18:00:00Z,2018-04-12T00:00:00Z,2018-05-11T18:00:00Z,train
264,2018-02-11T06:00:00Z,2018-04-12T00:00:00Z,2018-04-12T06:00:00Z,2018-05-12T00:00:00Z,train
265,2018-02-11T12:00:00Z,2018-04-12T06:00:00Z,2018-04-12T12:00:00Z,2018-05-12T06:00:00Z,train
266,2018-02-11T18:00:00Z,2018-04-12T12:00:00Z,2018-04-12T18:00:00Z,2018-05-12T12:00:00Z,train
267,2018-02-12T00:00:00Z,2018-04-12T18:00:00Z,2018-04-13T00:00:00Z,2018-05-12T18:00:00Z,train
268,2018-02-12T06:00:00Z,2018-04-13T00:00:00Z,2018-04-13T06:00:00Z,2018-05-13T00:00:00Z,train
269,2018-02-12T12:00:00Z,2018-04-13T06:00:00Z,2018-04-13T12:00:00Z,2018-05-13T06:00:00Z,train
270,2018-02-12T18:00:00Z,2018-04-13T12:00:00Z,2018-04-13T18:00:00Z,2018-05-13T12:00:00Z,train
271,2018-02-13T00:00:00Z,2018-04-13T18:00:00Z,2018-04-14T00:00:00Z,2018-05-13T18:00:00Z,train
272,2018-02-13T06:00:00Z,2018-04-14T00:00:00Z,2018-04-14T06:00:00Z,2018-05-14T00:00:00Z,train
273,2018-02-13T12:00:00Z,2018-04-14T06:00:00Z,2018-04-14T12:00:00Z,2018-05-14T06:00:00Z,train
274,2018-02-13T18:00:00Z,2018-04-14T12:00:00Z,2018-04-14T18:00:00Z,2018-05-14T12:00:00Z,train
275,2018-02-14T00:00:00Z,2018-04-14T18:00:00Z,2018-04-15T00:00:00Z,2018-05-14T18:00:00Z,train
276,2018-02-14T06:00:00Z,2018-04-15T00:00:00Z,2018-04-15T06:00:00Z,2018-05-15T00:00:00Z,train
277,2018-02-14T12:00:00Z,2018-04-15T06:00:00Z,2018-04-15T12:00:00Z,2018-05-15T06:00:00Z,train
278,2018-02-14T18:00:00Z,2018-04-15T12:00:00Z,2018-04-15T18:00:00Z,2018-05-15T12:00:00Z,train
279,2018-02-15T00:00:00Z,2018-04-15T18:00:00Z,2018-04-16T00:00:00Z,2018-05-15T18:00:00Z,train
280,2018-02-15T06:00:00Z,2018-04-16T00:00:00Z,2018-04-16T06:00:00Z,2018-05-16T00:00:00Z,train
281,2018-02-15T12:00:00Z,2018-04-16T06:00:00Z,2018-04-16T12:00:00Z,2018-05-16T06:00:00Z,train
282,2018-02-15T18:00:00Z,2018-04-16T12:00:00Z,2018-04-16T18:00:00Z,2018-05-16T12:00:00Z,train
283,2018-02-16T00:00:00Z,2018-04-16T18:00:00Z,2018-04-17T00:00:00Z,2018-05-16T18:00:00Z,train
284,2018-02-16T06:00:00Z,2018-04-17T00:00:00Z,2018-04-17T06:00:00Z,2018-05-17T00:00:00Z,train
285,2018-02-16T12:00:00Z,2018-04-17T06:00:00Z,2018-04-17T12:00:00Z,2018-05-17T06:00:00Z,train
286,2018-02-16T18:00:00Z,2018-04-17T12:00:00Z,2018-04-17T18:00:00Z,2018-05-17T12:00:00Z,train
287,2018-02-17T00:00:00Z,2018-04-17T18:00:00Z,2018-04-18T00:00:00Z,2018-05-17T18:00:00Z,train
288,2018-02-17T06:00:00Z,2018-04-18T00:00:00Z,2018-04-18T06:00:00Z,2018-05-18T00:00:00Z,train
289,2018-02-17T12:00:00Z,2018-04-18T06:00:00Z,2018-04-18T12:00:00Z,2018-05-18T06:00:00Z,train
290,2018-02-17T18:00:00Z,2018-04-18T12:00:00Z,2018-04-18T18:00:00Z,2018-05-18T12:00:00Z,train
291,2018-02-18T00:00:00Z,2018-04-18T18:00:00Z,2018-04-19T00:00:00Z,2018-05-18T18:00:00Z,train
292,2018-02-18T06:00:00Z,2018-04-19T00:00:00Z,2018-04-19T06:00:00Z,2018-05-19T00:00:00Z,train
293,2018-02-18T12:00:00Z,2018-04-19T06:00:00Z,2018-04-19T12:00:00Z,2018-05-19T06:00:00Z,train
294,2018-02-18T18:00:00Z,2018-04-19T12:00:00Z,2018-04-19T18:00:00Z,2018-05-19T12:00:00Z,train
295,2018-02-19T00:00:00Z,2018-04-19T18:00:00Z,2018-04-20T00:00:00Z,2018-05-19T18:00:00Z,train
296,2018-02-19T06:00:00Z,2018-04-20T00:00:00Z,2018-04-20T06:00:00Z,2018-05-20T00:00:00Z,train
297,2018-02-19T12:00:00Z,2018-04-20T06:00:00Z,2018-04-20T12:00:00Z,2018-05-20T06:00:00Z,train
298,2018-02-19T18:00:00Z,2018-04-20T12:00:00Z,2018-04-20T18:00:00Z,2018-05-20T12:00:00Z,train
299,2018-02-20T00:00:00Z,2018-04-20T18:00:00Z,2018-04-21T00:00:00Z,2018-05-20T18:00:00Z,train
300,2018-02-20T06:00:00Z,2018-04-21T00:00:00Z,2018-04-21T06:00:00Z,2018-05-21T00:00:00Z,train
301,2018-02-20T12:00:00Z,2018-04-21T06:00:00Z,2018-04-21T12:00:00Z,2018-05-21T06:00:00Z,train
302,2018-02-20T18:00:00Z,2018-04-21T12:00:00Z,2018-04-21T18:00:00Z,2018-05-21T12:00:00Z,train
303,2018-02-21T00:00:00Z,2018-04-21T18:00:00Z,2018-04-22T00:00:00Z,2018-05-21T18:00:00Z,train
304,2018-02-21T06:00:00Z,2018-04-22T00:00:00Z,2018-04-22T06:00:00Z,2018-05-22T00:00:00Z,train
305,2018-02-21T12:00:00Z,2018-04-22T06:00:00Z,2018-04-22T12:00:00Z,2018-05-22T06:00:00Z,train
306,2018-02-21T18:00:00Z,2018-04-22T12:00:00Z,2018-04-22T18:00:00Z,2018-05-22T12:00:00Z,train
307,2018-02-22T00:00:00Z,2018-04-22T18:00:00Z,2018-04-23T00:00:00Z,2018-05-22T18:00:00Z,train
308,2018-02-22T06:00:00Z,2018-04-23T00:00:00Z,2018-04-23T06:00:00Z,2018-05-23T00:00:00Z,train
309,2018-02-22T12:00:00Z,2018-04-23T06:00:00Z,2018-04-23T12:00:00Z,2018-05-23T06:00:00Z,train
310,2018-02-22T18:00:00Z,2018-04-23T12:00:00Z,2018-04-23T18:00:00Z,2018-05-23T12:00:00Z,train
311,2018-02-23T00:00:00Z,2018-04-23T18:00:00Z,2018-04-24T00:00:00Z,2018-05-23T18:00:00Z,train
312,2018-02-23T06:00:00Z,2018-04-24T00:00:00Z,2018-04-24T06:00:00Z,2018-05-24T00:00:00Z,train
313,2018-02-23T12:00:00Z,2018-04-24T06:00:00Z,2018-04-24T12:00:00Z,2018-05-24T06:00:00Z,train
314,2018-02-23T18:00:00Z,2018-04-24T12:00:00Z,2018-04-24T18:00:00Z,2018-05-24T12:00:00Z,train
315,2018-02-24T00:00:00Z,2018-04-24T18:00:00Z,2018-04-25T00:00:00Z,2018-05-24T18:00:00Z,train
316,2018-02-24T06:00:00Z,2018-04-25T00:00:00Z,2018-04-25T06:00:00Z,2018-05-25T00:00:00Z,train
317,2018-02-24T12:00:00Z,2018-04-25T06:00:00Z,2018-04-25T12:00:00Z,2018-05-25T06:00:00Z,train
318,2018-02-24T18:00:00Z,2018-04-25T12:00:00Z,2018-04-25T18:00:00Z,2018-05-25T12:00:00Z,train
319,2018-02-25T00:00:00Z,2018-04-25T18:00:00Z,2018-04-26T00:00:00Z,2018-05-25T18:00:00Z,train
320,2018-02-25T06:00:00Z,2018-04-26T00:00:00Z,2018-04-26T06:00:00Z,2018-05-26T00:00:00Z,train
321,2018-02-25T12:00:00Z,2018-04-26T06:00:00Z,2018-04-26T12:00:00Z,2018-05-26T06:00:00Z,train
322,2018-02-25T18:00:00Z,2018-04-26T12:00:00Z,2018-04-26T18:00:00Z,2018-05-26T12:00:00Z,train
323,2018-02-26T00:00:00Z,2018-04-26T18:00:00Z,2018-04-27T00:00:00Z,2018-05-26T18:00:00Z,train
324,2018-02-26T06:00:00Z,2018-04-27T00:00:00Z,2018-04-27T06:00:00Z,2018-05-27T00:00:00Z,train
325,2018-02-26T12:00:00Z,2018-04-27T06:00:00Z,2018-04-27T12:00:00Z,2018-05-27T06:00:00Z,train
326,2018-02-26T18:00:00Z,2018-04-27T12:00:00Z,2018-04-27T18:00:00Z,2018-05-27T12:00:00Z,train
327,2018-02-27T00:00:00Z,2018-04-27T18:00:00Z,2018-04-28T00:00:00Z,2018-05-27T18:00:00Z,train
328,2018-02-27T06:00:00Z,2018-04-28T00:00:00Z,2018-04-28T06:00:00Z,2018-05-28T00:00:00Z,train
329,2018-02-27T12:00:00Z,2018-04-28T06:00:00Z,2018-04-28T12:00:00Z,2018-05-28T06:00:00Z,train
330,2018-02-27T18:00:00Z,2018-04-28T12:00:00Z,2018-04-28T18:00:00Z,2018-05-28T12:00:00Z,train
331,2018-02-28T00:00:00Z,2018-04-28T18:00:00Z,2018-04-29T00:00:00Z,2018-05-28T18:00:00Z,train
332,2018-02-28T06:00:00Z,2018-04-29T00:00:00Z,2018-04-29T06:00:00Z,2018-05-29T00:00:00Z,train
333,2018-02-28T12:00:00Z,2018-04-29T06:00:00Z,2018-04-29T12:00:00Z,2018-05-29T06:00:00Z,train
334,2018-02-28T18:00:00Z,2018-04-29T12:00:00Z,2018-04-29T18:00:00Z,2018-05-29T12:00:00Z,train
335,2018-03-01T00:00:00Z,2018-04-29T18:00:00Z,2018-04-30T00:00:00Z,2018-05-29T18:00:00Z,train
336,2018-03-01T06:00:00Z,2018-04-30T00:00:00Z,2018-04-30T06:00:00Z,2018-05-30T00:00:00Z,train
337,2018-03-01T12:00:00Z,2018-04-30T06:00:00Z,2018-04-30T12:00:00Z,2018-05-30T06:00:00Z,train
338,2018-03-01T18:00:00Z,2018-04-30T12:00:00Z,2018-04-30T18:00:00Z,2018-05-30T12:00:00Z,train
339,2018-03-02T00:00:00Z,2018-04-30T18:00:00Z,2018-05-01T00:00:00Z,2018-05-30T18:00:00Z,train
340,2018-03-02T06:00:00Z,2018-05-01T00:00:00Z,2018-05-01T06:00:00Z,2018-05-31T00:00:00Z,train
341,2018-03-02T12:00:00Z,2018-05-01T06:00:00Z,2018-05-01T12:00:00Z,2018-05-31T06:00:00Z,train
342,2018-03-02T18:00:00Z,2018-05-01T12:00:00Z,2018-05-01T18:00:00Z,2018-05-31T12:00:00Z,train
343,2018-03-03T00:00:00Z,2018-05-01T18:00:00Z,2018-05-02T00:00:00Z,2018-05-31T18:00:00Z,train
344,2018-03-03T06:00:00Z,2018-05-02T00:00:00Z,2018-05-02T06:00:00Z,2018-06-01T00:00:00Z,train
345,2018-03-03T12:00:00Z,2018-05-02T06:00:00Z,2018-05-02T12:00:00Z,2018-06-01T06:00:00Z,train
346,2018-03-03T18:00:00Z,2018-05-02T12:00:00Z,2018-05-02T18:00:00Z,2018-06-01T12:00:00Z,train
347,2018-03-04T00:00:00Z,2018-05-02T18:00:00Z,2018-05-03T00:00:00Z,2018-06-01T18:00:00Z,train
348,2018-03-04T06:00:00Z,2018-05-03T00:00:00Z,2018-05-03T06:00:00Z,2018-06-02T00:00:00Z,train
349,2018-03-04T12:00:00Z,2018-05-03T06:00:00Z,2018-05-03T12:00:00Z,2018-06-02T06:00:00Z,train
350,2018-03-04T18:00:00Z,2018-05-03T12:00:00Z,2018-05-03T18:00:00Z,2018-06-02T12:00:00Z,train
351,2018-03-05T00:00:00Z,2018-05-03T18:00:00Z,2018-05-04T00:00:00Z,2018-06-02T18:00:00Z,train
352,2018-03-05T06:00:00Z,2018-05-04T00:00:00Z,2018-05-04T06:00:00Z,2018-06-03T00:00:00Z,train
353,2018-03-05T12:00:00Z,2018-05-04T06:00:00Z,2018-05-04T12:00:00Z,2018-06-03T06:00:00Z,train
354,2018-03-05T18:00:00Z,2018-05-04T12:00:00Z,2018-05-04T18:00:00Z,2018-06-03T12:00:00Z,train
355,2018-03-06T00:00:00Z,2018-05-04T18:00:00Z,2018-05-05T00:00:00Z,2018-06-03T18:00:00Z,train
356,2018-03-06T06:00:00Z,2018-05-05T00:00:00Z,2018-05-05T06:00:00Z,2018-06-04T00:00:00Z,train
357,2018-03-06T12:00:00Z,2018-05-05T06:00:00Z,2018-05-05T12:00:00Z,2018-06-04T06:00:00Z,train
358,2018-03-06T18:00:00Z,2018-05-05T12:00:00Z,2018-05-05T18:00:00Z,2018-06-04T12:00:00Z,train
359,2018-03-07T00:00:00Z,2018-05-05T18:00:00Z,2018-05-06T00:00:00Z,2018-06-04T18:00:00Z,train
360,2018-03-07T06:00:00Z,2018-05-06T00:00:00Z,2018-05-06T06:00:00Z,2018-06-05T00:00:00Z,train
361,2018-03-07T12:00:00Z,2018-05-06T06:00:00Z,2018-05-06T12:00:00Z,2018-06-05T06:00:00Z,train
362,2018-03-07T18:00:00Z,2018-05-06T12:00:00Z,2018-05-06T18:00:00Z,2018-06-05T12:00:00Z,train
363,2018-03-08T00:00:00Z,2018-05-06T18:00:00Z,2018-05-07T00:00:00Z,2018-06-05T18:00:00Z,train
364,2018-03-08T06:00:00Z,2018-05-07T00:00:00Z,2018-05-07T06:00:00Z,2018-06-06T00:00:00Z,train
365,2018-03-08T12:00:00Z,2018-05-07T06:00:00Z,2018-05-07T12:00:00Z,2018-06-06T06:00:00Z,train
366,2018-03-08T18:00:00Z,2018-05-07T12:00:00Z,2018-05-07T18:00:00Z,2018-06-06T12:00:00Z,train
367,2018-03-09T00:00:00Z,2018-05-07T18:00:00Z,2018-05-08T00:00:00Z,2018-06-06T18:00:00Z,train
368,2018-03-09T06:00:00Z,2018-05-08T00:00:00Z,2018-05-08T06:00:00Z,2018-06-07T00:00:00Z,train
369,2018-03-09T12:00:00Z,2018-05-08T06:00:00Z,2018-05-08T12:00:00Z,2018-06-07T06:00:00Z,train
370,2018-03-09T18:00:00Z,2018-05-08T12:00:00Z,2018-05-08T18:00:00Z,2018-06-07T12:00:00Z,train
371,2018-03-10T00:00:00Z,2018-05-08T18:00:00Z,2018-05-09T00:00:00Z,2018-06-07T18:00:00Z,train
372,2018-03-10T06:00:00Z,2018-05-09T00:00:00Z,2018-05-09T06:00:00Z,2018-06-08T00:00:00Z,train
373,2018-03-10T12:00:00Z,2018-05-09T06:00:00Z,2018-05-09T12:00:00Z,2018-06-08T06:00:00Z,train
374,2018-03-10T18:00:00Z,2018-05-09T12:00:00Z,2018-05-09T18:00:00Z,2018-06-08T12:00:00Z,train
375,2018-03-11T00:00:00Z,2018-05-09T18:00:00Z,2018-05-10T00:00:00Z,2018-06-08T18:00:00Z,train
376,2018-03-11T06:00:00Z,2018-05-10T00:00:00Z,2018-05-10T06:00:00Z,2018-06-09T00:00:00Z,train
377,2018-03-11T12:00:00Z,2018-05-10T06:00:00Z,2018-05-10T12:00:00Z,2018-06-09T06:00:00Z,train
378,2018-03-11T18:00:00Z,2018-05-10T12:00:00Z,2018-05-10T18:00:00Z,2018-06-09T12:00:00Z,train
379,2018-03-12T00:00:00Z,2018-05-10T18:00:00Z,2018-05-11T00:00:00Z,2018-06-09T18:00:00Z,train
380,2018-03-12T06:00:00Z,2018-05-11T00:00:00Z,2018-05-11T06:00:00Z,2018-06-10T00:00:00Z,train
381,2018-03-12T12:00:00Z,2018-05-11T06:00:00Z,2018-05-11T12:00:00Z,2018-06-10T06:00:00Z,train
382,2018-03-12T18:00:00Z,2018-05-11T12:00:00Z,2018-05-11T18:00:00Z,2018-06-10T12:00:00Z,train
383,2018-03-13T00:00:00Z,2018-05-11T18:00:00Z,2018-05-12T00:00:00Z,2018-06-10T18:00:00Z,train
384,2018-03-13T06:00:00Z,2018-05-12T00:00:00Z,2018-05-12T06:00:00Z,2018-06-11T00:00:00Z,train
385,2018-03-13T12:00:00Z,2018-05-12T06:00:00Z,2018-05-12T12:00:00Z,2018-06-11T06:00:00Z,train
386,2018-03-13T18:00:00Z,2018-05-12T12:00:00Z,2018-05-12T18:00:00Z,2018-06-11T12:00:00Z,train
387,2018-03-14T00:00:00Z,2018-05-12T18:00:00Z,2018-05-13T00:00:00Z,2018-06-11T18:00:00Z,train
388,2018-03-14T06:00:00Z,2018-05-13T00:00:00Z,2018-05-13T06:00:00Z,2018-06-12T00:00:00Z,train
389,2018-03-14T12:00:00Z,2018-05-13T06:00:00Z,2018-05-13T12:00:00Z,2018-06-12T06:00:00Z,train
390,2018-03-14T18:00:00Z,2018-05-13T12:00:00Z,2018-05-13T18:00:00Z,2018-06-12T12:00:00Z,train
391,2018-03-15T00:00:00Z,2018-05-13T18:00:00Z,2018-05-14T00:00:00Z,2018-06-12T18:00:00Z,train
392,2018-03-15T06:00:00Z,2018-05-14T00:00:00Z,2018-05-14T06:00:00Z,2018-06-13T00:00:00Z,train
393,2018-03-15T12:00:00Z,2018-05-14T06:00:00Z,2018-05-14T12:00:00Z,2018-06-13T06:00:00Z,train
394,2018-03-15T18:00:00Z,2018-05-14T12:00:00Z,2018-05-14T18:00:00Z,2018-06-13T12:00:00Z,train
395,2018-03-16T00:00:00Z,2018-05-14T18:00:00Z,2018-05-15T00:00:00Z,2018-06-13T18:00:00Z,train
396,2018-03-16T06:00:00Z,2018-05-15T00:00:00Z,2018-05-15T06:00:00Z,2018-06-14T00:00:00Z,train
397,2018-03-16T12:00:00Z,2018-05-15T06:00:00Z,2018-05-15T12:00:00Z,2018-06-14T06:00:00Z,train
398,2018-03-16T18:00:00Z,2018-05-15T12:00:00Z,2018-05-15T18:00:00Z,2018-06-14T12:00:00Z,train
399,2018-03-17T00:00:00Z,2018-05-15T18:00:00Z,2018-05-16T00:00:00Z,2018-06-14T18:00:00Z,train
400,2018-03-17T06:00:00Z,2018-05-16T00:00:00Z,2018-05-16T06:00:00Z,2018-06-15T00:00:00Z,train
401,2018-03-17T12:00:00Z,2018-05-16T06:00:00Z,2018-05-16T12:00:00Z,2018-06-15T06:00:00Z,train
402,2018-03-17T18:00:00Z,2018-05-16T12:00:00Z,2018-05-16T18:00:00Z,2018-06-15T12:00:00Z,train
403,2018-03-18T00:00:00Z,2018-05-16T18:00:00Z,2018-05-17T00:00:00Z,2018-06-15T18:00:00Z,train
404,2018-03-18T06:00:00Z,2018-05-17T00:00:00Z,2018-05-17T06:00:00Z,2018-06-16T00:00:00Z,train
405,2018-03-18T12:00:00Z,2018-05-17T06:00:00Z,2018-05-17T12:00:00Z,2018-06-16T06:00:00Z,train
406,2018-03-18T18:00:00Z,2018-05-17T12:00:00Z,2018-05-17T18:00:00Z,2018-06-16T12:00:00Z,train
407,2018-03-19T00:00:00Z,2018-05-17T18:00:00Z,2018-05-18T00:00:00Z,2018-06-16T18:00:00Z,train
408,2018-03-19T06:00:00Z,2018-05-18T00:00:00Z,2018-05-18T06:00:00Z,2018-06-17T00:00:00Z,train
409,2018-03-19T12:00:00Z,2018-05-18T06:00:00Z,2018-05-18T12:00:00Z,2018-06-17T06:00:00Z,train
410,2018-03-19T18:00:00Z,2018-05-18T12:00:00Z,2018-05-18T18:00:00Z,2018-06-17T12:00:00Z,train
411,2018-03-20T00:00:00Z,2018-05-18T18:00:00Z,2018-05-19T00:00:00Z,2018-06-17T18:00:00Z,train
412,2018-03-20T06:00:00Z,2018-05-19T00:00:00Z,2018-05-19T06:00:00Z,2018-06-18T00:00:00Z,train
413,2018-03-20T12:00:00Z,2018-05-19T06:00:00Z,2018-05-19T12:00:00Z,2018-06-18T06:00:00Z,train
414,2018-03-20T18:00:00Z,2018-05-19T12:00:00Z,2018-05-19T18:00:00Z,2018-06-18T12:00:00Z,train
415,2018-03-21T00:00:00Z,2018-05-19T18:00:00Z,2018-05-20T00:00:00Z,2018-06-18T18:00:00Z,train
416,2018-03-21T06:00:00Z,2018-05-20T00:00:00Z,2018-05-20T06:00:00Z,2018-06-19T00:00:00Z,train
417,2018-03-21T12:00:00Z,2018-05-20T06:00:00Z,2018-05-20T12:00:00Z,2018-06-19T06:00:00Z,train
418,2018-03-21T18:00:00Z,2018-05-20T12:00:00Z,2018-05-20T18:00:00Z,2018-06-19T12:00:00Z,train
419,2018-03-22T00:00:00Z,2018-05-20T18:00:00Z,2018-05-21T00:00:00Z,2018-06-19T18:00:00Z,train
420,2018-03-22T06:00:00Z,2018-05-21T00:00:00Z,2018-05-21T06:00:00Z,2018-06-20T00:00:00Z,train
421,2018-03-22T12:00:00Z,2018-05-21T06:00:00Z,2018-05-21T12:00:00Z,2018-06-20T06:00:00Z,train
422,2018-03-22T18:00:00Z,2018-05-21T12:00:00Z,2018-05-21T18:00:00Z,2018-06-20T12:00:00Z,train
423,2018-03-23T00:00:00Z,2018-05-21T18:00:00Z,2018-05-22T00:00:00Z,2018-06-20T18:00:00Z,train
424,2018-03-23T06:00:00Z,2018-05-22T00:00:00Z,2018-05-22T06:00:00Z,2018-06-21T00:00:00Z,train
425,2018-03-23T12:00:00Z,2018-05-22T06:00:00Z,2018-05-22T12:00:00Z,2018-06-21T06:00:00Z,train
426,2018-03-23T18:00:00Z,2018-05-22T12:00:00Z,2018-05-22T18:00:00Z,2018-06-21T12:00:00Z,train
427,2018-03-24T00:00:00Z,2018-05-22T18:00:00Z,2018-05-23T00:00:00Z,2018-06-21T18:00:00Z,train
428,2018-03-24T06:00:00Z,2018-05-23T00:00:00Z,2018-05-23T06:00:00Z,2018-06-22T00:00:00Z,train
429,2018-03-24T12:00:00Z,2018-05-23T06:00:00Z,2018-05-23T12:00:00Z,2018-06-22T06:00:00Z,train
430,2018-03-24T18:00:00Z,2018-05-23T12:00:00Z,2018-05-23T18:00:00Z,2018-06-22T12:00:00Z,train
431,2018-03-25T00:00:00Z,2018-05-23T18:00:00Z,2018-05-24T00:00:00Z,2018-06-22T18:00:00Z,train
432,2018-03-25T06:00:00Z,2018-05-24T00:00:00Z,2018-05-24T06:00:00Z,2018-06-23T00:00:00Z,train
433,2018-03-25T12:00:00Z,2018-05-24T06:00:00Z,2018-05-24T12:00:00Z,2018-06-23T06:00:00Z,train
434,2018-03-25T18:00:00Z,2018-05-24T12:00:00Z,2018-05-24T18:00:00Z,2018-06-23T12:00:00Z,train
